id,fails,passes,Priority,CreatedDate,Steps,LastResult
20234,7,3,3,2021-10-29,2,1
20235,2,6,1,2021-10-06,8,1
20236,3,7,2,2021-10-17,15,0
20237,6,7,1,2021-11-14,3,0
20238,9,10,2,2021-12-25,8,0
20239,9,9,1,2021-10-11,5,0
20240,2,2,2,2021-10-14,29,1
20241,9,2,3,2021-09-29,28,0
20242,6,4,3,2021-08-23,18,0
20243,8,4,1,2021-11-08,24,1
20244,1,9,3,2021-11-13,18,0
20245,2,3,2,2021-12-05,18,0
20246,1,5,3,2021-09-06,27,0
20247,7,3,3,2021-09-20,24,1
20248,8,1,3,2021-08-25,28,0
20249,7,1,2,2021-09-02,10,0
20250,5,1,2,2021-12-11,28,1
20251,4,6,2,2021-12-08,21,0
20252,6,5,3,2021-08-23,21,1
20253,3,2,3,2021-12-13,26,1
20254,2,2,2,2021-08-08,3,0
20255,10,4,2,2021-09-07,7,0
20256,10,5,2,2021-11-11,22,1
20257,10,6,3,2021-10-17,19,1
20258,8,7,3,2021-08-27,18,1
20259,9,10,1,2021-08-13,8,1
20260,3,5,2,2021-09-09,8,0
20261,10,6,2,2021-10-07,15,0
20262,7,10,1,2021-10-14,6,0
20263,6,6,3,2021-10-14,14,0
20264,7,7,1,2021-11-19,12,0
20265,10,1,2,2021-11-16,30,1
20266,8,3,3,2021-10-15,5,1
20267,8,7,3,2021-10-16,3,0
20268,7,10,3,2021-08-22,21,0
20269,3,5,3,2021-10-14,30,1
20270,1,4,2,2021-12-26,23,0
20271,6,2,3,2021-10-14,22,1
20272,6,7,3,2021-10-17,12,0
20273,10,6,3,2021-09-26,3,1
20274,2,3,2,2021-12-29,21,1
20275,3,2,1,2021-09-16,10,1
20276,1,6,3,2021-08-20,4,0
20277,6,8,1,2021-09-20,1,0
20278,2,5,1,2021-11-06,22,0
20279,5,9,3,2021-12-08,7,0
20280,4,2,3,2021-12-08,2,0
20281,3,3,1,2021-11-09,27,0
20282,10,1,2,2021-10-16,26,1
20283,1,1,3,2021-08-12,1,0
20284,7,5,3,2021-08-27,10,1
20285,9,6,2,2021-11-26,6,0
20286,3,4,3,2021-09-05,30,0
20287,6,6,1,2021-11-17,12,0
20288,7,1,1,2021-12-13,6,1
20289,3,3,2,2021-12-26,21,0
20290,7,4,3,2021-11-12,21,1
20291,1,9,2,2021-09-04,8,0
20292,10,6,2,2021-08-19,24,0
20293,6,8,1,2021-10-13,3,1
20294,8,8,3,2021-08-20,22,1
20295,5,2,1,2021-11-17,1,0
20296,5,3,1,2021-12-19,11,1
20297,2,9,3,2021-09-15,1,0
20298,5,4,2,2021-11-15,24,1
20299,5,4,3,2021-09-25,3,0
20300,5,4,2,2021-10-08,11,0
20301,2,4,2,2021-08-14,7,0
20302,4,3,2,2021-09-27,15,0
20303,1,5,1,2021-10-25,28,1
20304,7,6,3,2021-08-31,23,0
20305,10,8,1,2021-11-11,5,0
20306,10,4,1,2021-08-22,30,1
20307,10,3,3,2021-12-01,11,0
20308,1,10,1,2021-08-05,15,0
20309,6,3,3,2021-11-22,28,1
20310,4,9,3,2021-12-25,14,1
20311,6,8,3,2021-09-26,8,1
20312,3,2,2,2021-12-24,19,1
20313,7,8,1,2021-11-07,29,0
20314,10,3,3,2021-10-11,19,0
20315,4,2,1,2021-08-31,28,0
20316,7,4,1,2021-10-18,27,0
20317,2,3,1,2021-10-31,24,0
20318,1,8,3,2021-11-28,29,1
20319,1,8,3,2021-09-24,7,1
20320,7,6,3,2021-08-05,5,1
20321,4,1,3,2021-08-14,19,1
20322,10,1,1,2021-12-18,9,1
20323,4,8,3,2021-08-04,13,0
20324,4,3,3,2021-10-30,30,1
20325,9,1,1,2021-09-17,8,0
20326,3,8,3,2021-10-27,25,1
20327,6,10,3,2021-10-12,4,1
20328,6,10,3,2021-10-12,8,0
20329,6,9,3,2021-12-11,12,1
20330,6,8,3,2021-08-31,21,1
20331,2,3,2,2021-08-11,10,1
20332,1,1,3,2021-11-30,20,0
20333,8,8,3,2021-12-12,18,0
20334,1,9,3,2021-10-15,24,0
20335,9,3,3,2021-08-25,29,0
20336,7,3,3,2021-09-29,19,1
20337,7,4,1,2021-08-31,3,1
20338,1,5,2,2021-08-06,12,0
20339,6,6,1,2021-10-15,18,1
20340,3,4,3,2021-08-22,2,1
20341,2,9,2,2021-09-03,2,1
20342,7,6,2,2021-10-27,25,0
20343,9,3,2,2021-12-28,22,1
20344,9,2,1,2021-08-03,16,1
20345,10,2,2,2021-11-23,15,0
20346,4,3,3,2021-11-04,1,1
20347,8,4,1,2021-09-17,6,1
20348,2,9,2,2021-11-24,23,1
20349,10,3,1,2021-12-09,5,1
20350,6,7,2,2021-10-07,11,0
20351,9,9,1,2021-11-13,29,1
20352,10,6,1,2021-12-30,21,1
20353,7,1,2,2021-10-29,15,0
20354,6,5,1,2021-09-23,7,1
20355,7,9,3,2021-09-25,8,1
20356,9,9,2,2021-08-09,6,0
20357,8,8,1,2021-09-29,16,1
20358,4,2,2,2021-10-19,26,1
20359,2,1,3,2021-10-18,16,0
20360,9,5,1,2021-08-14,12,0
20361,8,2,1,2021-10-04,29,0
20362,5,5,3,2021-09-12,18,1
20363,3,5,1,2021-09-12,9,1
20364,3,7,1,2021-09-03,11,0
20365,2,3,1,2021-09-22,19,0
20366,10,4,2,2021-10-31,29,1
20367,2,3,2,2021-11-26,14,0
20368,7,8,1,2021-11-21,21,1
20369,4,5,2,2021-09-14,13,1
20370,1,6,1,2021-09-06,25,0
20371,4,1,3,2021-11-04,18,1
20372,1,1,1,2021-10-04,28,1
20373,2,4,2,2021-08-12,5,1
20374,2,3,3,2021-10-10,19,0
20375,5,5,1,2021-09-24,2,0
20376,7,4,3,2021-10-08,6,0
20377,7,4,3,2021-12-09,6,0
20378,7,4,3,2021-11-28,10,1
20379,6,1,1,2021-09-14,18,0
20380,4,9,2,2021-12-21,29,0
20381,6,6,3,2021-09-15,4,0
20382,8,5,3,2021-12-18,12,0
20383,5,9,3,2021-08-24,26,1
20384,1,10,1,2021-12-12,9,0
20385,10,9,3,2021-12-29,28,1
20386,6,3,2,2021-12-03,27,1
20387,6,3,3,2021-11-06,13,1
20388,3,2,2,2021-08-20,26,1
20389,3,2,3,2021-09-04,13,1
20390,7,6,2,2021-08-17,5,0
20391,1,9,1,2021-12-13,2,0
20392,7,5,1,2021-11-28,17,0
20393,7,8,3,2021-11-17,18,0
20394,1,1,1,2021-12-03,30,1
20395,9,1,2,2021-08-25,16,0
20396,1,5,3,2021-08-25,4,0
20397,4,3,3,2021-10-28,27,1
20398,9,5,3,2021-12-05,1,1
20399,3,1,3,2021-10-16,23,0
20400,3,7,2,2021-09-23,11,1
20401,8,5,3,2021-08-24,29,1
20402,7,1,3,2021-08-21,28,0
20403,4,1,3,2021-08-15,3,0
20404,6,6,3,2021-09-05,26,1
20405,9,3,2,2021-11-13,19,1
20406,2,7,1,2021-12-04,20,0
20407,9,8,3,2021-09-18,7,0
20408,10,5,2,2021-10-14,8,0
20409,10,5,2,2021-12-14,21,0
20410,6,3,3,2021-12-16,25,1
20411,3,7,1,2021-10-06,28,1
20412,1,9,3,2021-12-16,30,1
20413,1,5,3,2021-12-17,14,0
20414,6,5,2,2021-10-23,1,1
20415,3,8,3,2021-09-07,3,1
20416,6,5,1,2021-10-26,9,0
20417,4,8,2,2021-11-23,9,1
20418,1,6,3,2021-11-04,13,0
20419,1,6,3,2021-08-13,25,1
20420,3,3,2,2021-11-12,14,1
20421,6,6,3,2021-09-21,21,1
20422,3,10,3,2021-09-04,7,0
20423,9,3,2,2021-10-04,11,1
20424,8,4,2,2021-08-25,8,0
20425,1,3,1,2021-09-16,9,1
20426,1,9,3,2021-08-28,14,0
20427,7,8,3,2021-10-09,7,0
20428,9,2,3,2021-09-27,20,0
20429,5,2,2,2021-12-14,18,0
20430,3,7,3,2021-08-23,26,0
20431,6,3,2,2021-08-21,17,0
20432,3,3,2,2021-09-26,11,0
20433,1,2,1,2021-12-23,28,1
20434,7,1,1,2021-11-21,7,0
20435,3,7,3,2021-08-29,3,0
20436,2,6,3,2021-08-30,16,1
20437,8,8,2,2021-10-22,14,1
20438,6,8,3,2021-09-03,29,1
20439,1,1,3,2021-10-10,8,1
20440,5,10,3,2021-09-22,16,0
20441,10,7,2,2021-08-15,24,0
20442,8,5,2,2021-08-30,18,1
20443,6,8,3,2021-09-30,1,0
20444,3,1,3,2021-08-25,3,1
20445,8,3,2,2021-09-29,26,0
20446,7,2,2,2021-08-25,12,0
20447,3,7,2,2021-11-14,3,0
20448,5,6,2,2021-11-17,1,0
20449,8,8,2,2021-08-03,3,1
20450,3,7,2,2021-11-22,28,1
20451,2,1,1,2021-11-25,2,0
20452,7,3,1,2021-11-17,19,0
20453,5,3,3,2021-08-01,26,0
20454,1,5,2,2021-12-18,21,0
20455,5,7,3,2021-11-04,9,1
20456,4,5,2,2021-12-04,14,1
20457,6,3,3,2021-10-15,9,1
20458,3,10,2,2021-10-08,3,1
20459,10,8,3,2021-10-04,20,0
20460,2,4,1,2021-10-28,7,0
20461,6,6,3,2021-10-11,23,1
20462,7,4,3,2021-12-13,25,0
20463,10,10,2,2021-08-24,9,1
20464,8,2,3,2021-09-19,24,1
20465,1,6,2,2021-08-23,9,1
20466,4,1,2,2021-09-03,22,1
20467,7,4,2,2021-12-20,26,0
20468,10,10,3,2021-09-27,12,1
20469,10,6,2,2021-11-03,1,1
20470,5,9,3,2021-08-21,29,1
20471,2,8,3,2021-11-02,12,0
20472,1,7,2,2021-11-22,30,1
20473,7,3,3,2021-11-13,17,1
20474,9,2,2,2021-10-19,7,1
20475,7,9,1,2021-12-04,18,1
20476,9,10,1,2021-10-01,15,1
20477,10,5,2,2021-12-03,26,1
20478,2,6,1,2021-10-11,15,0
20479,6,1,3,2021-11-03,23,1
20480,6,2,3,2021-09-18,29,0
20481,10,8,1,2021-09-04,6,0
20482,7,4,2,2021-09-06,22,0
20483,9,3,1,2021-08-15,30,1
20484,6,9,2,2021-10-17,29,0
20485,6,7,3,2021-11-30,17,1
20486,9,9,1,2021-10-09,24,1
20487,1,1,3,2021-12-03,5,1
20488,9,9,2,2021-12-13,30,0
20489,3,4,2,2021-11-08,16,0
20490,3,3,3,2021-11-12,11,0
20491,9,2,2,2021-10-22,13,1
20492,6,7,1,2021-08-06,16,0
20493,9,6,2,2021-11-23,5,0
20494,6,4,2,2021-09-09,25,1
20495,6,1,3,2021-11-04,26,0
20496,9,2,2,2021-10-15,8,1
20497,7,2,3,2021-08-15,23,1
20498,10,5,1,2021-12-24,29,0
20499,1,9,1,2021-10-27,13,1
20500,1,2,3,2021-08-07,3,1
20501,9,5,2,2021-10-15,2,1
20502,1,7,2,2021-11-14,30,0
20503,4,3,3,2021-11-24,11,0
20504,6,2,2,2021-10-18,1,1
20505,6,2,2,2021-10-17,30,0
20506,2,2,1,2021-10-01,20,1
20507,4,3,2,2021-12-27,22,1
20508,10,6,1,2021-11-16,9,0
20509,7,2,2,2021-11-23,7,1
20510,7,4,3,2021-08-28,6,0
20511,9,5,2,2021-10-15,5,0
20512,6,1,1,2021-11-10,24,0
20513,7,2,2,2021-11-07,23,1
20514,6,5,2,2021-12-11,16,1
20515,1,6,1,2021-08-02,12,0
20516,2,7,2,2021-10-25,12,1
20517,7,6,3,2021-09-24,19,0
20518,8,5,1,2021-12-22,26,1
20519,9,3,2,2021-09-07,6,0
20520,10,5,3,2021-08-27,17,1
20521,7,5,1,2021-12-08,18,0
20522,9,7,1,2021-11-12,20,0
20523,5,5,3,2021-12-09,2,1
20524,6,1,1,2021-10-27,1,0
20525,5,5,2,2021-10-10,26,0
20526,5,9,3,2021-09-16,11,1
20527,6,6,3,2021-12-13,11,1
20528,5,6,1,2021-09-28,5,1
20529,1,9,1,2021-10-22,27,0
20530,5,4,1,2021-11-02,18,0
20531,4,4,1,2021-12-02,10,1
20532,4,3,1,2021-12-17,5,0
20533,9,4,1,2021-11-04,27,1
20534,9,6,2,2021-12-09,2,0
20535,7,8,3,2021-12-06,28,1
20536,3,2,1,2021-11-15,21,1
20537,6,1,1,2021-10-17,16,0
20538,1,4,1,2021-12-06,1,0
20539,1,8,2,2021-10-17,22,1
20540,8,2,1,2021-08-03,1,0
20541,1,7,1,2021-11-11,4,0
20542,8,5,1,2021-12-14,1,1
20543,8,9,2,2021-10-28,17,0
20544,1,2,1,2021-11-07,16,0
20545,6,8,3,2021-11-13,13,0
20546,2,3,3,2021-09-30,11,1
20547,10,4,1,2021-12-13,6,0
20548,10,8,3,2021-12-24,1,0
20549,4,6,3,2021-11-23,27,1
20550,4,10,1,2021-08-07,27,1
20551,5,10,2,2021-10-06,22,0
20552,10,9,2,2021-08-02,30,0
20553,8,5,3,2021-09-17,20,1
20554,4,7,2,2021-09-22,24,0
20555,9,9,3,2021-12-28,12,0
20556,2,5,1,2021-10-14,16,1
20557,9,2,1,2021-11-14,30,0
20558,10,5,3,2021-09-07,20,0
20559,1,1,2,2021-11-11,20,0
20560,5,3,3,2021-11-24,27,1
20561,8,6,3,2021-10-17,27,1
20562,8,4,2,2021-10-08,17,0
20563,9,3,3,2021-09-02,6,1
20564,9,5,3,2021-08-26,9,1
20565,7,6,1,2021-11-24,20,1
20566,10,2,1,2021-08-08,7,0
20567,7,7,3,2021-09-17,1,1
20568,5,2,1,2021-12-13,28,1
20569,10,1,1,2021-10-30,10,0
20570,1,7,1,2021-08-19,27,0
20571,5,5,3,2021-11-02,19,0
20572,9,4,3,2021-08-25,21,0
20573,10,2,2,2021-12-07,28,1
20574,4,4,3,2021-11-20,29,0
20575,3,7,2,2021-10-03,27,0
20576,7,1,2,2021-11-29,5,0
20577,9,3,2,2021-08-01,27,1
20578,10,6,2,2021-10-07,7,0
20579,7,5,2,2021-12-01,19,1
20580,8,5,2,2021-10-11,18,1
20581,5,1,1,2021-09-22,13,1
20582,3,1,2,2021-08-27,28,0
20583,7,9,1,2021-09-30,23,0
20584,8,1,1,2021-09-12,13,1
20585,5,7,2,2021-12-17,11,1
20586,1,3,1,2021-12-17,16,0
20587,1,4,1,2021-08-30,11,0
20588,4,6,1,2021-09-28,24,1
20589,5,10,3,2021-12-22,20,0
20590,9,10,1,2021-10-13,14,0
20591,6,7,2,2021-12-28,28,0
20592,10,9,1,2021-12-25,28,0
20593,6,4,2,2021-12-27,13,1
20594,2,10,2,2021-09-24,17,1
20595,9,9,2,2021-10-12,24,1
20596,6,3,2,2021-10-29,11,1
20597,3,3,3,2021-09-19,10,1
20598,1,4,1,2021-10-12,23,1
20599,7,5,2,2021-11-14,14,0
20600,9,9,1,2021-12-26,28,1
20601,6,7,1,2021-09-26,10,0
20602,4,8,1,2021-10-10,4,1
20603,5,8,3,2021-08-04,27,1
20604,3,5,3,2021-09-02,7,1
20605,3,5,3,2021-10-02,17,1
20606,6,1,2,2021-12-22,20,1
20607,6,10,2,2021-12-21,4,0
20608,9,2,1,2021-11-27,30,0
20609,8,5,3,2021-12-30,8,0
20610,3,1,1,2021-08-17,1,1
20611,3,6,2,2021-09-04,15,1
20612,8,1,1,2021-11-23,16,1
20613,10,9,3,2021-09-13,28,0
20614,6,10,3,2021-08-15,4,0
20615,5,10,3,2021-08-08,19,1
20616,2,8,1,2021-09-10,15,1
20617,8,8,1,2021-12-02,2,0
20618,4,5,3,2021-08-04,19,0
20619,1,6,3,2021-10-11,9,1
20620,8,10,1,2021-08-29,3,1
20621,7,1,2,2021-12-14,7,0
20622,2,1,1,2021-11-03,30,0
20623,6,9,3,2021-09-01,18,0
20624,4,9,2,2021-11-09,25,1
20625,2,3,2,2021-09-20,5,0
20626,5,1,3,2021-12-10,10,0
20627,4,5,2,2021-12-20,6,0
20628,2,9,1,2021-11-03,25,0
20629,10,6,1,2021-09-19,23,1
20630,8,5,1,2021-09-29,3,0
20631,3,4,3,2021-09-20,27,0
20632,4,9,1,2021-10-13,6,0
20633,9,9,1,2021-10-23,27,0
20634,7,10,1,2021-10-28,19,0
20635,7,2,1,2021-09-23,14,1
20636,9,2,3,2021-10-07,13,0
20637,1,6,2,2021-10-07,7,1
20638,9,1,2,2021-10-10,22,0
20639,6,9,2,2021-08-02,10,0
20640,7,4,2,2021-08-12,14,0
20641,10,9,1,2021-10-02,5,0
20642,2,2,3,2021-11-13,23,0
20643,2,6,3,2021-10-14,17,0
20644,10,3,1,2021-10-20,8,0
20645,2,7,3,2021-11-03,26,0
20646,4,6,1,2021-12-05,29,0
20647,2,5,1,2021-08-10,7,1
20648,10,3,1,2021-08-23,12,1
20649,6,6,3,2021-12-23,6,0
20650,5,10,2,2021-11-23,21,0
20651,6,4,2,2021-08-29,16,1
20652,2,8,3,2021-12-15,29,1
20653,2,10,3,2021-08-28,23,1
20654,2,5,2,2021-12-13,13,1
20655,8,7,2,2021-11-28,17,1
20656,8,6,3,2021-12-30,28,0
20657,5,6,2,2021-09-20,2,1
20658,8,10,1,2021-11-13,13,1
20659,6,8,1,2021-10-24,1,1
20660,9,7,3,2021-08-23,21,0
20661,5,10,2,2021-11-19,30,1
20662,5,7,2,2021-10-30,22,0
20663,2,4,2,2021-12-04,24,1
20664,6,9,3,2021-10-26,14,0
20665,10,7,1,2021-10-12,25,1
20666,2,6,1,2021-12-04,17,1
20667,1,8,1,2021-11-07,14,0
20668,3,8,3,2021-10-05,12,1
20669,3,6,1,2021-09-23,10,0
20670,1,4,2,2021-10-21,23,0
20671,9,7,2,2021-12-30,5,0
20672,8,5,3,2021-10-07,18,1
20673,8,1,1,2021-12-14,13,1
20674,7,5,3,2021-12-30,3,0
20675,8,2,2,2021-08-10,6,1
20676,2,10,3,2021-11-01,22,1
20677,1,6,1,2021-10-01,28,1
20678,1,9,1,2021-10-18,27,1
20679,8,7,2,2021-12-29,22,1
20680,4,3,3,2021-10-05,28,1
20681,4,1,2,2021-09-15,28,1
20682,8,8,1,2021-08-10,11,0
20683,5,4,1,2021-09-19,29,0
20684,5,6,2,2021-10-29,15,0
20685,4,7,2,2021-10-14,16,1
20686,8,9,2,2021-11-03,3,0
20687,7,1,3,2021-08-11,22,1
20688,4,6,3,2021-11-18,8,1
20689,4,9,2,2021-12-06,11,0
20690,5,2,1,2021-09-19,13,0
20691,7,3,2,2021-12-02,5,0
20692,9,7,2,2021-08-03,11,1
20693,2,4,1,2021-12-07,30,0
20694,1,9,1,2021-12-13,16,0
20695,10,1,3,2021-08-06,16,0
20696,4,4,1,2021-10-25,10,0
20697,6,8,1,2021-08-24,17,0
20698,5,6,2,2021-10-27,14,1
20699,7,2,3,2021-11-06,21,0
20700,4,4,1,2021-10-21,22,0
20701,8,9,1,2021-11-01,21,0
20702,2,1,3,2021-12-21,11,0
20703,7,6,2,2021-10-02,29,0
20704,1,3,2,2021-10-19,11,0
20705,7,2,2,2021-12-22,16,0
20706,1,4,1,2021-09-07,14,1
20707,3,5,1,2021-12-19,18,0
20708,6,6,3,2021-10-07,12,0
20709,5,10,1,2021-09-23,17,0
20710,7,2,1,2021-10-02,28,0
20711,1,9,2,2021-10-24,19,1
20712,10,8,1,2021-09-01,30,0
20713,7,3,2,2021-10-18,5,1
20714,1,9,2,2021-09-06,18,1
20715,1,6,3,2021-12-12,3,1
20716,8,2,3,2021-10-31,25,0
20717,3,9,3,2021-08-23,18,1
20718,6,5,1,2021-08-13,5,1
20719,1,4,1,2021-12-06,21,1
20720,2,10,2,2021-11-03,13,1
20721,5,10,1,2021-10-09,7,1
20722,9,3,2,2021-08-02,17,0
20723,5,10,2,2021-08-06,3,0
20724,4,1,2,2021-11-25,7,1
20725,4,8,3,2021-08-17,13,0
20726,1,6,2,2021-08-12,10,0
20727,7,5,3,2021-09-05,14,0
20728,2,7,1,2021-08-14,5,0
20729,2,2,2,2021-12-26,15,0
20730,10,3,1,2021-09-12,10,1
20731,7,1,2,2021-12-25,4,1
20732,10,7,1,2021-10-15,26,0
20733,9,8,1,2021-11-09,7,1
20734,3,7,2,2021-11-05,6,1
20735,7,3,3,2021-08-08,25,0
20736,2,5,1,2021-12-01,24,1
20737,6,9,2,2021-12-30,21,1
20738,2,5,3,2021-09-25,2,0
20739,8,4,2,2021-11-28,28,0
20740,3,7,1,2021-08-12,21,0
20741,7,2,3,2021-11-23,3,1
20742,3,1,3,2021-11-30,15,1
20743,1,2,2,2021-08-18,22,0
20744,1,1,1,2021-08-29,9,1
20745,3,2,1,2021-10-29,1,1
20746,5,1,1,2021-09-02,6,1
20747,7,2,3,2021-09-16,9,1
20748,6,2,1,2021-09-11,20,1
20749,2,4,2,2021-11-01,15,1
20750,3,10,2,2021-09-18,8,0
20751,4,6,3,2021-12-28,13,0
20752,9,5,1,2021-12-29,19,0
20753,9,9,3,2021-12-16,27,1
20754,6,8,3,2021-11-09,9,0
20755,3,1,3,2021-12-07,19,1
20756,4,9,1,2021-10-12,6,0
20757,4,10,3,2021-11-27,24,1
20758,8,2,3,2021-12-05,14,1
20759,5,3,1,2021-11-12,10,0
20760,9,5,1,2021-10-15,17,1
20761,10,5,1,2021-11-23,7,1
20762,4,8,3,2021-09-05,14,0
20763,7,4,3,2021-11-02,14,0
20764,7,9,3,2021-08-17,30,1
20765,8,6,1,2021-11-13,4,0
20766,5,8,1,2021-08-29,19,0
20767,5,4,1,2021-08-04,1,0
20768,5,2,3,2021-08-10,24,0
20769,4,10,2,2021-09-04,30,1
20770,2,2,2,2021-12-30,13,1
20771,10,8,1,2021-11-20,14,1
20772,9,8,2,2021-10-09,14,1
20773,7,2,2,2021-10-31,10,1
20774,1,8,1,2021-08-11,20,0
20775,2,9,3,2021-10-23,10,1
20776,3,7,1,2021-12-26,29,1
20777,2,6,3,2021-09-22,2,1
20778,8,8,1,2021-11-06,26,1
20779,8,7,1,2021-10-09,21,0
20780,5,9,2,2021-09-17,9,0
20781,6,4,1,2021-11-10,16,0
20782,3,1,1,2021-08-05,22,1
20783,8,6,1,2021-12-12,27,1
20784,7,8,1,2021-08-11,8,1
20785,3,6,3,2021-12-10,7,1
20786,1,3,1,2021-10-23,4,0
20787,1,5,3,2021-10-04,29,0
20788,2,10,3,2021-11-19,22,1
20789,3,7,2,2021-09-18,23,0
20790,7,5,2,2021-11-26,4,1
20791,4,10,2,2021-08-25,11,1
20792,4,7,1,2021-08-24,2,0
20793,2,6,1,2021-11-10,24,0
20794,7,5,3,2021-10-03,21,0
20795,7,9,1,2021-08-16,28,0
20796,2,5,3,2021-08-24,29,0
20797,7,7,1,2021-11-20,24,0
20798,10,6,2,2021-08-07,5,1
20799,3,2,1,2021-09-16,15,1
20800,9,4,1,2021-12-16,6,1
20801,2,9,3,2021-12-09,23,1
20802,7,4,2,2021-12-10,18,1
20803,6,3,2,2021-12-19,28,1
20804,5,1,3,2021-10-13,23,1
20805,3,9,3,2021-10-07,24,0
20806,7,6,2,2021-11-14,11,0
20807,2,6,3,2021-09-01,1,0
20808,5,9,3,2021-10-19,7,1
20809,4,3,3,2021-10-21,15,1
20810,2,9,1,2021-12-19,22,1
20811,9,4,1,2021-09-27,24,1
20812,2,1,2,2021-11-17,6,0
20813,10,2,1,2021-09-03,5,1
20814,5,3,2,2021-11-22,9,1
20815,5,8,3,2021-08-10,19,0
20816,7,8,1,2021-10-24,16,0
20817,8,5,2,2021-12-25,25,0
20818,4,7,1,2021-10-31,10,0
20819,3,4,3,2021-09-26,5,0
20820,3,1,2,2021-12-19,15,0
20821,8,2,2,2021-10-01,8,1
20822,1,6,2,2021-12-10,25,0
20823,5,6,3,2021-09-30,30,0
20824,6,9,3,2021-09-18,17,0
20825,3,8,1,2021-12-01,1,0
20826,5,1,2,2021-08-21,13,1
20827,8,7,3,2021-11-27,2,0
20828,6,7,1,2021-12-21,15,1
20829,4,4,2,2021-11-23,21,0
20830,9,10,3,2021-10-26,28,0
20831,10,9,2,2021-08-27,20,1
20832,1,10,1,2021-08-21,13,0
20833,1,4,2,2021-08-31,26,0
20834,1,3,1,2021-09-05,28,0
20835,7,1,1,2021-10-18,8,0
20836,5,4,2,2021-08-06,4,1
20837,6,10,3,2021-08-23,29,0
20838,7,5,3,2021-12-22,24,1
20839,5,3,1,2021-11-19,23,0
20840,10,7,3,2021-09-30,13,0
20841,1,7,3,2021-09-17,26,1
20842,7,6,1,2021-10-20,22,1
20843,7,4,2,2021-10-22,5,1
20844,4,5,2,2021-09-10,30,1
20845,6,6,2,2021-08-04,17,1
20846,1,1,2,2021-11-19,3,0
20847,9,6,3,2021-09-21,18,1
20848,7,5,3,2021-12-24,5,1
20849,4,9,1,2021-08-15,11,0
20850,5,2,2,2021-08-15,2,0
20851,5,9,3,2021-12-19,23,0
20852,6,10,2,2021-11-26,24,0
20853,2,8,1,2021-11-09,13,1
20854,7,1,1,2021-11-01,23,0
20855,6,10,1,2021-10-07,15,0
20856,1,6,2,2021-10-04,28,1
20857,8,9,2,2021-08-27,19,0
20858,3,2,1,2021-08-08,7,0
20859,3,2,3,2021-11-03,27,1
20860,3,6,3,2021-12-12,20,0
20861,9,10,1,2021-09-10,18,1
20862,2,2,3,2021-09-09,18,0
20863,1,8,1,2021-12-29,20,1
20864,7,5,2,2021-11-14,17,0
20865,2,9,3,2021-12-25,24,1
20866,9,2,1,2021-12-11,20,0
20867,10,10,3,2021-10-22,9,0
20868,6,3,1,2021-10-19,28,0
20869,1,1,1,2021-10-27,5,1
20870,1,9,2,2021-09-18,2,1
20871,9,5,2,2021-08-30,20,1
20872,9,2,3,2021-09-09,24,0
20873,5,4,3,2021-08-04,23,1
20874,9,2,1,2021-08-23,25,0
20875,3,5,2,2021-08-01,20,1
20876,4,4,3,2021-08-15,12,1
20877,5,6,1,2021-08-18,27,1
20878,5,10,1,2021-10-16,29,1
20879,7,4,1,2021-09-20,23,0
20880,10,6,1,2021-09-07,25,0
20881,1,7,1,2021-11-28,30,1
20882,6,3,2,2021-12-22,9,0
20883,10,9,1,2021-10-02,13,0
20884,1,6,1,2021-09-28,23,1
20885,4,4,3,2021-10-19,24,0
20886,8,9,2,2021-10-10,11,0
20887,10,2,2,2021-09-15,17,1
20888,10,3,1,2021-10-21,11,1
20889,9,7,3,2021-10-08,23,1
20890,1,3,1,2021-12-03,15,0
20891,7,3,3,2021-12-24,6,0
20892,4,1,2,2021-09-02,10,1
20893,5,9,2,2021-11-18,6,1
20894,3,8,2,2021-10-03,27,1
20895,10,2,2,2021-11-22,4,0
20896,2,5,3,2021-11-16,1,0
20897,5,5,1,2021-10-04,11,0
20898,8,6,2,2021-11-06,18,1
20899,5,10,2,2021-10-05,10,1
20900,7,8,3,2021-08-25,3,1
20901,8,9,3,2021-12-30,28,1
20902,8,8,3,2021-08-21,2,1
20903,3,7,3,2021-08-06,6,1
20904,10,3,2,2021-09-28,13,1
20905,5,2,2,2021-12-29,19,0
20906,5,5,3,2021-11-04,22,0
20907,7,1,2,2021-10-13,23,1
20908,10,9,1,2021-12-11,17,1
20909,10,1,1,2021-08-14,16,1
20910,7,10,2,2021-11-16,2,1
20911,1,10,1,2021-11-27,20,1
20912,4,8,1,2021-08-08,24,0
20913,4,6,2,2021-12-26,28,0
20914,10,3,1,2021-09-14,30,0
20915,2,9,3,2021-09-29,14,0
20916,4,9,2,2021-08-07,3,0
20917,8,3,3,2021-08-16,18,1
20918,6,8,1,2021-12-26,3,1
20919,10,4,2,2021-12-29,17,1
20920,3,5,1,2021-10-28,12,0
20921,5,5,2,2021-08-09,29,0
20922,6,6,3,2021-12-20,3,0
20923,9,3,1,2021-12-14,27,1
20924,5,1,1,2021-12-11,27,0
20925,3,7,3,2021-11-23,15,0
20926,7,2,2,2021-08-30,14,0
20927,8,8,2,2021-08-10,19,0
20928,7,1,2,2021-09-07,26,0
20929,1,10,1,2021-11-26,25,0
20930,1,2,2,2021-12-05,19,0
20931,2,5,1,2021-09-18,17,1
